company_id,fiscal_year,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,debt_to_equity,equity_ratio
ICICIGI,2020,454.0,5680,485,30423,37042,664,12,26327,10039,37042,1.0682819383259912,0.16559581016143837
ICICIGI,2021,455.0,7144,485,31214,39298,717,14,30788,7779,39298,1.065934065934066,0.19336861926815613
ICICIGI,2022,491.0,8702,255,41401,50848,941,11,38412,11485,50848,0.5193482688391039,0.18079373820012587
ICICIGI,2023,491.0,9953,35,44607,55086,883,25,42836,11342,55086,0.07128309572301425,0.189594452310932
ICICIGI,2024,493.0,11712,35,51068,63308,930,94,48584,13700,63308,0.07099391480730223,0.19278764137233842
ICICIGI,2024,495.0,13130,0,54389,68014,760,0,51557,15697,68014,0.0,0.20032640338753785
ICICIPRULI,2013,1429.0,2532,0,71260,75220,165,7,73716,1332,75220,0.0,0.052658867322520606
ICICIPRULI,2014,1429.0,2954,0,77090,81474,197,5,80101,1171,81474,0.0,0.05379630311510421
ICICIPRULI,2015,1432.0,3833,0,95951,101215,209,6,99491,1509,101215,0.0,0.0520179815244776
ICICIPRULI,2016,1432.0,3891,1029,98413,104765,212,7,103024,1522,104765,0.7185754189944135,0.050808953371832194
ICICIPRULI,2017,1435.0,4971,0,118335,124741,207,7,121581,2946,124741,0.0,0.051354406329915586
ICICIPRULI,2018,1436.0,5138,0,135245,141819,404,18,138537,2859,141819,0.0,0.04635486077323913
ICICIPRULI,2019,1436.0,5435,0,156215,163086,463,13,159003,3607,163086,0.0,0.04213114553057896
ICICIPRULI,2020,1436.0,5777,0,148818,156031,932,20,150776,4303,156031,0.0,0.046227993155206336
ICICIPRULI,2021,1436.0,7673,1200,206911,217220,911,22,211727,4560,217220,0.8356545961002786,0.04193444434214161
ICICIPRULI,2022,1437.0,7721,1200,234079,244437,433,54,238101,5848,244437,0.8350730688935282,0.03746568645499659
ICICIPRULI,2023,1439.0,8651,1200,244562,255851,479,117,248216,7039,255851,0.8339124391938847,0.039437016075762846
ICICIPRULI,2024,1441.0,9564,1200,286796,299001,670,49,289728,8553,299001,0.8327550312283136,0.036805896970244244
ICICIPRULI,2024,1444.0,10130,0,314063,326838,762,0,314855,11220,326838,0.0,0.0354120389917941
INDIGO,2013,0.4,4,11,11,26,5,0,0,21,26,27.5,0.16923076923076924
INDIGO,2014,0.4,4,14,16,35,10,0,0,25,35,35.0,0.12571428571428572
INDIGO,2015,0.4,26,4,30,61,12,1,1,46,61,10.0,0.43278688524590164
INDIGO,2016,0.4,129,8,58,196,13,0,124,58,196,20.0,0.6602040816326531
INDIGO,2017,29.0,69,52,97,246,91,2,16,137,246,1.793103448275862,0.3983739837398374
INDIGO,2018,29.0,71,54,125,279,95,2,15,167,279,1.8620689655172413,0.35842293906810035
INDIGO,2019,29.0,100,88,156,373,149,4,20,201,373,3.0344827586206895,0.34584450402144773
INDIGO,2020,29.0,150,75,169,422,201,1,21,199,422,2.586206896551724,0.42417061611374407
INDIGO,2021,48.0,516,9,239,811,249,3,50,509,811,0.1875,0.6954377311960542
INDIGO,2022,48.0,602,12,258,920,253,51,173,442,920,0.25,0.7065217391304348
INDIGO,2023,48.0,729,12,274,1062,265,251,132,414,1062,0.25,0.731638418079096
INDIGO,2024,48.0,867,17,290,1222,548,15,188,471,1222,0.3541666666666667,0.7487725040916531
INDIGO,2024,48.0,905,20,266,1239,570,64,178,427,1239,0.4166666666666667,0.7691686844229217
INDUSINDBK,2013,523.0,7107,63576,2100,73307,741,16,19654,52896,73307,121.56022944550669,0.10408282974340786
INDUSINDBK,2014,526.0,8517,75264,2719,87026,991,25,21563,64447,87026,143.0874524714829,0.10391147473168938
INDUSINDBK,2015,529.0,10115,94752,6390,111787,1120,38,22878,87751,111787,179.11531190926277,0.09521679622854178
INDUSINDBK,2016,595.0,17101,117996,7205,142897,1218,37,34054,107587,142897,198.3126050420168,0.1238374493516309
INDUSINDBK,2017,598.0,20048,149026,8976,178648,1307,28,36702,140611,178648,249.20735785953178,0.11556804442255161
INDUSINDBK,2018,600.0,23241,189928,7856,221626,1313,25,50077,170211,221626,316.5466666666667,0.1075731186774115
INDUSINDBK,2019,603.0,26083,242189,8944,277819,1688,22,59266,216843,277819,401.6401326699834,0.09605534538674461
INDUSINDBK,2020,694.0,34013,262793,9558,307058,1742,78,59980,245257,307058,378.664265129683,0.11303076291775495
INDUSINDBK,2021,773.0,42592,307528,12080,362973,1734,75,69695,291469,362973,397.83699870633893,0.11947169624186924
INDUSINDBK,2022,775.0,46923,341005,13273,401975,1754,95,70971,329155,401975,440.0064516129032,0.11865912059207662
INDUSINDBK,2023,776.0,53846,385449,17733,457804,1857,135,83116,372695,457804,496.71262886597935,0.11931306847471844
INDUSINDBK,2024,778.0,62019,432404,19734,514935,2001,197,106527,406211,514935,555.7892030848329,0.1219513142435453
INFY,2013,286.0,37708,0,8281,46275,7139,1140,2116,35880,46275,0.0,0.8210480821177741
INFY,2014,286.0,44244,0,12436,56966,8378,961,4331,43296,56966,0.0,0.7816943439946635
INFY,2015,572.0,50164,0,15553,66289,11346,776,2270,51897,66289,0.0,0.765375854214123
INFY,2016,1144.0,60600,0,13354,75098,13386,960,1892,58860,75098,0.0,0.8221790194146316
INFY,2017,1144.0,67838,0,14166,83148,14179,1365,16423,51181,83148,0.0,0.8296290951075191
INFY,2018,1088.0,63835,0,14426,79349,12574,1606,12163,53006,79349,0.0,0.8181955664217571
INFY,2019,2170.0,62778,0,19118,84066,15710,1388,11261,55707,84066,0.0,0.7725834463397806
INFY,2020,2122.0,63328,4633,21717,91800,23789,954,8792,58265,91800,2.1833176248821866,0.7129629629629629
INFY,2021,2124.0,74227,5325,25835,107511,25505,922,14205,66879,107511,2.5070621468926553,0.7101691919896569
INFY,2022,2098.0,73252,5474,35905,116729,25800,416,20324,70189,116729,2.6091515729265966,0.6455122548809636
INFY,2023,2069.0,73338,8299,40890,124596,29225,288,19478,75605,124596,4.011116481391976,0.6052120453305082
INFY,2024,2071.0,86045,8359,39545,136020,27622,293,24623,83482,136020,4.036214389183969,0.6478164975738862
INFY,2024,2072.0,88391,8804,42603,141870,31917,505,17394,92054,141870,4.249034749034749,0.637647141749489
IOC,2013,2428.0,60609,89671,89170,241878,66774,27240,17351,130514,241878,36.93204283360791,0.26061485542298185
IOC,2014,2428.0,65485,94916,103124,265953,72554,38061,15895,139443,265953,39.09225700164745,0.2553571495715408
IOC,2015,2428.0,66404,64893,100158,233883,76781,40378,16069,100655,233883,26.72693574958814,0.29430099665217224
IOC,2016,2370.0,87610,58552,83184,231715,100033,26219,31185,74278,231715,24.70548523206751,0.38832186090671733
IOC,2017,4739.0,97357,63271,108352,273719,115958,16778,43687,97295,273719,13.35112893015404,0.3729956634358594
IOC,2018,9479.0,104395,65650,116336,295860,124053,19130,44806,107871,295860,6.925836058655976,0.3848915027377814
IOC,2019,9181.0,103288,96765,126128,335363,132494,28281,44112,130476,335363,10.539701557564536,0.3353649627418648
IOC,2020,9181.0,86217,129790,104773,329962,147022,32845,35571,114524,329962,14.136804269687397,0.28911814087682824
IOC,2021,9181.0,102657,116649,126658,355145,157085,36291,44717,117053,355145,12.705478706023309,0.31490799532585284
IOC,2022,9181.0,124354,132020,145327,410882,160514,47469,52352,150546,410882,14.37969720074066,0.32499598424851905
IOC,2023,13772.0,125949,148977,153298,441995,180048,51133,52190,158624,441995,10.817383096137089,0.3161144356836616
IOC,2024,13772.0,169645,132628,166639,482683,195998,61032,65542,160111,482683,9.63026430438571,0.37999473774713427
IOC,2024,13772.0,167594,163401,165544,510310,202737,66316,70178,171079,510310,11.864725530060994,0.3554035782171621
IRCTC,2015,20.0,424,0,718,1162,155,16,0,990,1162,0.0,0.38209982788296043
IRCTC,2016,20.0,522,0,895,1437,159,14,0,1264,1437,0.0,0.3771746694502436
IRCTC,2017,40.0,747,0,1040,1826,170,17,0,1639,1826,0.0,0.43099671412924423
IRCTC,2018,40.0,915,0,1365,2319,190,8,0,2122,2319,0.0,0.4118154376886589
IRCTC,2019,160.0,911,0,1523,2594,182,40,0,2372,2594,0.0,0.412875867386276
IRCTC,2020,160.0,1154,0,1928,3241,285,16,0,2941,3241,0.0,0.4054304227090404
IRCTC,2021,160.0,1296,79,1618,3153,311,24,0,2818,3153,0.49375,0.4617824294322867
IRCTC,2022,160.0,1710,105,1909,3884,335,26,0,3522,3884,0.65625,0.48146240988671474
IRCTC,2023,160.0,2318,84,2526,5089,351,34,0,4704,5089,0.525,0.48693259972489683
IRCTC,2024,160.0,3070,60,2801,6091,343,443,0,5306,6091,0.375,0.5302905926777213
IRCTC,2024,160.0,3363,42,3234,6800,314,466,15,6005,6800,0.2625,0.5180882352941176
IRFC,2013,2352.0,4042,58753,5608,70755,13,0,13,70729,70755,24.980017006802722,0.09036817186064589
IRFC,2014,3352.0,4210,69917,6451,83930,13,0,11,83906,83930,20.85829355608592,0.09009889193375432
IRFC,2015,3584.0,5098,71270,7696,87647,12,0,9,87626,87647,19.885602678571427,0.09905644231975995
IRFC,2016,4526.0,6999,87503,9372,108400,12,0,8,108381,108400,19.333406981882458,0.10631918819188192
IRFC,2017,6526.0,5483,106395,11245,129650,12,0,8,129630,129650,16.3032485442844,0.0926263015811801
IRFC,2018,6526.0,7402,134006,13534,161468,11,0,14,161443,161468,20.534171008274594,0.08625857755096986
IRFC,2019,9380.0,15648,173933,7642,206604,11,0,13,206579,206604,18.542963752665244,0.12113995856808193
IRFC,2020,11880.0,18419,234377,10828,275504,11,0,12,275482,275504,19.728703703703705,0.10997662465880713
IRFC,2021,13069.0,22845,323145,21423,380482,45,0,12,380424,380482,24.726069324355343,0.09439079903911354
IRFC,2022,13069.0,27928,388440,20544,449980,38,0,10,449932,449980,29.72224347693014,0.09110849371083159
IRFC,2023,13069.0,31612,418935,26744,490359,19,0,14,490326,490359,32.055627821562474,0.09111895570388226
IRFC,2024,13069.0,36110,412039,23865,485082,22,4,54,485003,485082,31.527966944678248,0.1013828589805435
IRFC,2024,13069.0,38396,403111,39773,494348,23,0,56,494269,494348,30.844823628433698,0.10410682353321951
ITC,2013,790.0,22368,102,12069,35329,12140,2062,5981,15146,35329,0.1291139240506329,0.6554954852953664
ITC,2014,795.0,26442,242,13369,40848,12921,3117,7284,17526,40848,0.30440251572327043,0.666789071680376
ITC,2015,802.0,30934,269,13948,45952,15303,2700,6943,21006,45952,0.33541147132169574,0.690633704735376
ITC,2016,805.0,41875,84,8888,51651,15107,2560,11748,22237,51651,0.10434782608695652,0.8263150761843914
ITC,2017,1215.0,45198,46,9440,55898,15893,3730,17581,18694,55898,0.03786008230452675,0.8303159325915059
ITC,2018,1220.0,51290,36,11695,64241,16524,5508,22053,20156,64241,0.029508196721311476,0.8173907629084229
ITC,2019,1226.0,57915,13,12585,71739,19374,4136,25043,23185,71739,0.010603588907014683,0.8243911958627803
ITC,2020,1229.0,64044,277,11760,77311,21713,3256,28663,23678,77311,0.22538649308380798,0.8442912392803094
ITC,2021,1231.0,59116,271,13143,73761,23298,4011,24871,21580,73761,0.22014622258326563,0.8181423787638454
ITC,2022,1232.0,61223,249,14491,77196,24232,3226,24841,24898,77196,0.2021103896103896,0.8090445100782424
ITC,2023,1243.0,67912,306,16370,85831,25851,3003,29415,27561,85831,0.24617860016090104,0.8057112232177185
ITC,2024,1248.0,73259,303,16944,91754,27820,2861,31114,29959,91754,0.24278846153846154,0.8120299932428015
ITC,2024,1251.0,74015,304,18501,94071,29492,1387,28409,34784,94071,0.24300559552358114,0.8000977984713674
ONGC,2013,4278.0,148250,20686,80211,253424,119644,53385,2128,78267,253424,4.835437120149603,0.6018688048487909
ONGC,2014,4278.0,167874,49113,103711,324976,155923,72034,4746,92273,324976,11.480364656381486,0.5297375806213382
ONGC,2015,4278.0,176177,53944,103448,337847,179933,63393,4749,89771,337847,12.609630668536699,0.5341323143316353
ONGC,2016,4278.0,193536,45500,98459,341772,166277,57668,33387,84440,341772,10.635811126694717,0.5787893683508304
ONGC,2017,6417.0,187969,80029,170111,444525,211125,59042,70746,103612,444525,12.471404082904785,0.43728924132500985
ONGC,2018,6417.0,197602,106550,148664,459232,226058,61512,67335,104328,459232,16.60433224248091,0.44426128841195733
ONGC,2019,6290.0,210644,107742,167667,492343,230391,69056,66909,125987,492343,17.129093799682035,0.4406155871008626
ONGC,2020,6290.0,198814,129473,173787,508364,243892,83832,56755,123884,508364,20.583942766295706,0.40345893887057305
ONGC,2021,6290.0,214691,133187,187580,541748,243746,100309,60320,137372,541748,21.174403815580288,0.40790367477129585
ONGC,2022,6290.0,253213,121986,201771,583260,254402,106719,66642,155496,583260,19.393640699523054,0.44491821829029937
ONGC,2023,6290.0,274357,142255,190212,613115,250819,113945,78873,169478,613115,22.616057233704293,0.4577395757728974
ONGC,2024,6290.0,330780,153181,219523,709774,298454,116022,102207,193091,709774,24.35310015898251,0.47489764347524704
ONGC,2024,6290.0,345986,191489,213848,757614,350438,91497,106077,209602,757614,30.443402225755168,0.4649808477668047
NTPC,2013,8245.0,72995,70419,27116,178776,71833,46555,4923,55465,178776,8.540812613705276,0.4544234125385958
NTPC,2014,8245.0,79084,81455,31334,200118,84208,53825,3300,58785,200118,9.879320800485143,0.43638753135649966
NTPC,2015,8245.0,73849,102252,35366,219712,91853,67555,1902,58403,219712,12.401697998787144,0.37364367899796097
NTPC,2016,8245.0,83330,99424,33666,224665,92929,75046,6473,50217,224665,12.058702243784111,0.4076068813566866
NTPC,2017,8245.0,89593,113773,36990,248601,104532,86896,7614,49560,248601,13.799029714978776,0.39355433003085266
NTPC,2018,8245.0,95318,130049,48880,282492,128245,83386,8876,61985,282492,15.773074590661007,0.366605072002039
NTPC,2019,9895.0,101462,173058,62509,346923,150985,118397,8132,69409,346923,17.48943911066195,0.3209847718369782
NTPC,2020,9895.0,108945,202984,55746,377569,187803,98508,9307,81951,377569,20.51379484588176,0.31475041648016655
NTPC,2021,9697.0,116042,210208,62075,398022,203245,97506,10589,86681,398022,21.677632257399196,0.3159096733346398
NTPC,2022,9697.0,125677,210707,69751,415831,224923,91126,10626,89156,415831,21.72909147158915,0.3255505241311975
NTPC,2023,9697.0,137326,222913,77253,447189,240424,89179,13935,103651,447189,22.987831288027223,0.32877150377133607
NTPC,2024,9697.0,151013,237131,81437,479278,258934,87664,15885,116795,479278,24.454057956068887,0.3353168724623288
NTPC,2024,9697.0,158575,242009,81950,492230,259252,95612,16500,120866,492230,24.95710013406208,0.3418564492208927
NHPC,2013,12301.0,17494,20340,12226,62361,23537,19962,1447,17415,62361,1.653524103731404,0.47778258847677235
NHPC,2014,11071.0,17175,20819,12362,61427,29587,14924,1273,15643,61427,1.8804985999458044,0.4598303677535937
NHPC,2015,11071.0,19687,20584,10094,61436,27916,16378,1020,16123,61436,1.859271971818264,0.5006510840549515
NHPC,2016,11071.0,20572,19938,11242,62823,22610,16742,606,22866,62823,1.8009213259868124,0.5036849561466342
NHPC,2017,10259.0,18756,19227,11946,60187,22227,17588,1020,19352,60187,1.8741592747831173,0.4820808480236596
NHPC,2018,10259.0,19782,18602,14290,62933,21201,19087,1125,21520,62933,1.8132371576177015,0.47734892663626394
NHPC,2019,10045.0,20753,19066,16870,66734,24977,15037,1283,25437,66734,1.8980587356893976,0.4615038810801091
NHPC,2020,10045.0,21336,23226,16669,71277,24402,17180,1398,28297,71277,2.3121951219512193,0.44026824922485513
NHPC,2021,10045.0,23008,23365,16717,73136,21993,19167,1842,30133,73136,2.3260328521652562,0.451938853642529
NHPC,2022,10045.0,24876,26096,16271,77288,21825,22522,2386,30554,77288,2.5979094076655054,0.45182952075354516
NHPC,2023,10045.0,26916,29540,19710,86211,22137,31357,499,32218,86211,2.940766550522648,0.4287271925856329
NHPC,2024,10045.0,28657,32561,22034,93297,21474,39831,479,31513,93297,3.2415131906421104,0.41482577146103305
NHPC,2024,10045.0,30104,34210,23322,97681,21286,44386,499,31511,97681,3.4056744649079143,0.411021590688056
NESTLEIND,2013,96.0,2272,1189,2756,6314,3369,295,851,1799,6314,12.385416666666666,0.3750395945517897
NESTLEIND,2014,96.0,2741,20,2963,5820,3177,245,812,1586,5820,0.20833333333333334,0.4874570446735395
NESTLEIND,2015,96.0,2721,18,3251,6086,2898,231,1325,1633,6086,0.1875,0.46286559316464015
NESTLEIND,2016,96.0,3186,33,3495,6810,2730,188,1756,2136,6810,0.34375,0.4819383259911894
NESTLEIND,2017,96.0,3324,35,3907,7363,2616,94,1979,2673,7363,0.3645833333333333,0.46448458508760015
NESTLEIND,2018,96.0,3577,35,4379,8088,2401,105,2658,2924,8088,0.3645833333333333,0.4541295746785361
NESTLEIND,2019,96.0,1822,189,5065,7173,2341,143,1751,2937,7173,1.96875,0.26739160741670154
NESTLEIND,2020,96.0,1923,147,5733,7900,2179,639,1464,3618,7900,1.53125,0.25556962025316454
NESTLEIND,2021,96.0,1850,266,6021,8234,2995,246,774,4219,8234,2.7708333333333335,0.23633713869322323
NESTLEIND,2022,96.0,2363,271,6249,8979,3044,358,778,4799,8979,2.8229166666666665,0.2738612317630026
NESTLEIND,2023,96.0,2363,271,6249,8979,3044,358,778,4799,8979,2.8229166666666665,0.2738612317630026
NESTLEIND,2024,96.0,3244,345,6838,10523,3460,1742,464,4857,10523,3.59375,0.3173999809940131
NESTLEIND,2024,96.0,3894,370,6747,11108,3925,2340,786,4057,11108,3.8541666666666665,0.35920057616132517
NAUKRI,2013,109.0,499,1,216,825,152,10,261,402,825,0.009174311926605505,0.7369696969696969
NAUKRI,2014,109.0,563,1,387,1060,149,10,538,363,1060,0.009174311926605505,0.6339622641509434
NAUKRI,2015,120.0,1295,1,801,2217,576,12,1175,455,2217,0.008333333333333333,0.6382498872350022
NAUKRI,2016,121.0,1422,1,382,1925,82,0,568,1276,1925,0.008264462809917356,0.8015584415584416
NAUKRI,2017,121.0,1471,1,459,2053,157,1,551,1343,2053,0.008264462809917356,0.7754505601558694
NAUKRI,2018,122.0,1923,1,550,2596,88,0,1565,943,2596,0.00819672131147541,0.7877503852080123
NAUKRI,2019,122.0,2421,1,646,3189,88,2,1204,1895,3189,0.00819672131147541,0.7974286610222641
NAUKRI,2020,122.0,2073,77,621,2893,242,0,1133,1518,2893,0.6311475409836066,0.7587279640511579
NAUKRI,2021,129.0,5267,65,831,6292,134,0,2324,3834,6292,0.5038759689922481,0.8575969485060394
NAUKRI,2022,129.0,17113,64,3177,20483,1033,0,15614,3836,20483,0.49612403100775193,0.8417712249182249
NAUKRI,2023,129.0,13269,108,3153,16658,801,4,12403,3450,16658,0.8372093023255814,0.8042982350822427
NAUKRI,2024,129.0,30133,246,5581,36089,810,0,31203,4077,36089,1.9069767441860466,0.8385380586882429
NAUKRI,2024,129.0,41659,256,8141,50186,811,0,45320,4055,50186,1.9844961240310077,0.8326624955166779
MOTHERSON,2013,59.0,2230,4904,5546,12739,5277,386,72,7005,12739,83.11864406779661,0.17968443362901326
MOTHERSON,2014,88.0,2871,4840,7445,15244,5919,647,75,8603,15244,55.0,0.1941091577013907
MOTHERSON,2015,88.0,3236,5131,8971,17425,6129,956,65,10276,17425,58.30681818181818,0.19076040172166428
MOTHERSON,2016,132.0,4265,6069,9199,19665,7147,1397,590,10531,19665,45.97727272727273,0.2235952199338927
MOTHERSON,2017,140.0,8132,10349,13322,31944,12193,1935,474,17343,31944,73.92142857142858,0.25895316804407714
MOTHERSON,2018,210.0,9674,10374,16716,36974,14712,2585,792,18885,36974,49.4,0.26732298371828855
MOTHERSON,2019,316.0,10647,11534,20257,42754,18423,1067,855,22409,42754,36.5,0.2564204518875427
MOTHERSON,2020,316.0,10945,13136,20636,45033,20750,852,796,22635,45033,41.56962025316456,0.2500610663291364
MOTHERSON,2021,316.0,12245,11930,23258,47749,20099,877,846,25926,47749,37.75316455696203,0.26306310079792244
MOTHERSON,2022,452.0,20136,14130,21008,55726,21411,1310,6462,26543,55726,31.261061946902654,0.3694505257868858
MOTHERSON,2023,678.0,21774,13792,25086,61330,23147,1478,6290,30415,61330,20.342182890855458,0.36608511332137617
MOTHERSON,2024,678.0,25477,19922,38101,84178,30122,2498,6521,45037,84178,29.383480825958703,0.3107106369835349
MOTHERSON,2024,704.0,31930,25417,39828,97879,32455,2693,6615,56115,97879,36.10369318181818,0.3334116613369569
MARUTI,2013,151.0,18877,1569,6920,27517,10022,1966,7421,8107,27517,10.390728476821192,0.6914998001235599
MARUTI,2014,151.0,21345,2004,7975,31476,11034,2640,10527,7275,31476,13.271523178807946,0.682933028339052
MARUTI,2015,151.0,24167,666,9492,34477,12490,1890,13298,6800,34477,4.410596026490066,0.7053397917452214
MARUTI,2016,151.0,30465,231,11879,42726,12530,1007,20676,8513,42726,1.5298013245033113,0.7165660253709685
MARUTI,2017,151.0,36924,484,14402,51960,13311,1252,29151,8247,51960,3.205298013245033,0.7135296381832179
MARUTI,2018,151.0,42408,121,17568,60248,13389,2132,36123,8604,60248,0.8013245033112583,0.706396892842916
MARUTI,2019,151.0,46941,160,16717,63969,15437,1607,37504,9421,63969,1.0596026490066226,0.7361690818990448
MARUTI,2020,151.0,49262,184,14031,63628,15744,1415,37488,8980,63628,1.218543046357616,0.7765920663858679
MARUTI,2021,151.0,52350,541,18335,71376,14989,1497,42945,11946,71376,3.5827814569536423,0.735555368751401
MARUTI,2022,151.0,55182,426,18896,74656,13747,2936,42035,15937,74656,2.8211920529801326,0.7411728461208744
MARUTI,2023,157.0,74443,1248,24258,100106,27941,4143,49184,18837,100106,7.949044585987261,0.7452100773180429
MARUTI,2024,157.0,85479,119,29550,115304,27865,7735,57296,22408,115304,0.7579617834394905,0.7426975646985361
MARUTI,2024,157.0,88969,158,32412,121696,29337,8303,57820,26237,121696,1.0063694267515924,0.7323658953457797
M&M,2013,295.0,19666,28711,27460,76131,18307,1631,6440,49752,76131,97.32542372881356,0.2621927992539176
M&M,2014,295.0,23012,35167,29415,87889,18381,2191,8082,59234,87889,119.21016949152542,0.265186769675386
M&M,2015,296.0,25561,37911,30608,94376,19047,3032,10027,62270,94376,128.0777027027027,0.2739785538696279
M&M,2016,270.0,26222,41553,31806,99852,20585,2371,11603,65293,99852,153.9,0.26531266274085646
M&M,2017,311.0,29467,48762,35296,113835,20989,4279,14662,73905,113835,156.79099678456592,0.26158914217947027
M&M,2018,543.0,36232,55898,43696,136369,26182,4269,16018,89900,136369,102.94290976058932,0.26967272620610255
M&M,2019,544.0,39439,70848,51057,161889,28983,4760,18268,109878,161889,130.23529411764707,0.24697786755122336
M&M,2020,554.0,39415,82092,43655,165716,29689,6856,19210,109960,165716,148.18050541516246,0.2411897463129692
M&M,2021,555.0,41027,80625,42762,164968,21380,7873,28778,106938,164968,145.27027027027026,0.25206100577081614
M&M,2022,556.0,46567,77605,47661,172388,26018,6703,30060,109607,172388,139.5773381294964,0.2733542938023528
M&M,2023,557.0,55809,92247,55670,204283,27140,3969,35272,137902,204283,165.61400359066428,0.27592114860267375
M&M,2024,557.0,65633,108647,59884,234722,28129,8039,35208,163345,234722,195.05745062836624,0.28199316638406285
M&M,2024,558.0,69944,116844,67934,255280,35328,4544,34411,180997,255280,209.3978494623656,0.27617518019429643
LTIM,2013,16.0,1323,234,756,2328,699,142,49,1438,2328,14.625,0.5751718213058419
LTIM,2014,16.0,1594,110,945,2666,649,57,169,1791,2666,6.875,0.6039009752438109
LTIM,2015,16.0,2010,218,734,2978,683,25,104,2166,2978,13.625,0.6803223640026864
LTIM,2016,17.0,2108,55,958,3137,638,20,43,2437,3137,3.235294117647059,0.677398788651578
LTIM,2017,17.0,3127,0,1273,4417,542,1,941,2934,4417,0.0,0.7117953362010414
LTIM,2018,17.0,3843,0,1477,5337,681,7,1264,3385,5337,0.0,0.7232527637249391
LTIM,2019,17.0,4876,0,1770,6664,930,12,1740,3982,6664,0.0,0.7342436974789915
LTIM,2020,17.0,5387,912,2499,8815,1920,59,2219,4617,8815,53.64705882352941,0.6130459444129325
LTIM,2021,18.0,7286,798,2604,10706,1906,66,3730,5004,10706,44.333333333333336,0.6822342611619653
LTIM,2022,30.0,14258,258,6027,20572,3473,503,6048,10548,20572,8.6,0.6945362628815867
LTIM,2023,30.0,16562,1541,5348,23481,3679,902,5458,13442,23481,51.36666666666667,0.7066138580128615
LTIM,2024,30.0,19988,2071,5456,27544,4981,551,8744,13269,27544,69.03333333333333,0.7267644496079001
LTIM,2024,30.0,21045,2326,5361,28761,5450,498,9664,13149,28761,77.53333333333333,0.732763116720559
LT,2013,16.0,1323,234,756,2328,699,142,49,1438,2328,14.625,0.5751718213058419
LT,2014,16.0,1594,110,945,2666,649,57,169,1791,2666,6.875,0.6039009752438109
LT,2015,16.0,2010,218,734,2978,683,25,104,2166,2978,13.625,0.6803223640026864
LT,2016,17.0,2108,55,958,3137,638,20,43,2437,3137,3.235294117647059,0.677398788651578
LT,2017,17.0,3127,0,1273,4417,542,1,941,2934,4417,0.0,0.7117953362010414
LT,2018,17.0,3843,0,1477,5337,681,7,1264,3385,5337,0.0,0.7232527637249391
LT,2019,17.0,4876,0,1770,6664,930,12,1740,3982,6664,0.0,0.7342436974789915
LT,2020,17.0,5387,912,2499,8815,1920,59,2219,4617,8815,53.64705882352941,0.6130459444129325
LT,2021,18.0,7286,798,2604,10706,1906,66,3730,5004,10706,44.333333333333336,0.6822342611619653
LT,2022,30.0,14258,258,6027,20572,3473,503,6048,10548,20572,8.6,0.6945362628815867
LT,2023,30.0,16562,1541,5348,23481,3679,902,5458,13442,23481,51.36666666666667,0.7066138580128615
LT,2024,30.0,19988,2071,5456,27544,4981,551,8744,13269,27544,69.03333333333333,0.7267644496079001
LT,2024,30.0,21045,2326,5361,28761,5450,498,9664,13149,28761,77.53333333333333,0.732763116720559
LODHA,2011,108.0,636,5596,3138,9478,991,159,376,7951,9478,51.81481481481482,0.07849757332770627
LODHA,2012,108.0,1018,4259,3883,9268,971,112,181,8003,9268,39.43518518518518,0.12149331031506258
LODHA,2015,108.0,3186,11852,12752,27998,2290,4,595,25008,27998,109.74074074074075,0.11765126080434317
LODHA,2016,108.0,3865,13835,13173,30981,1899,176,611,28295,30981,128.10185185185185,0.12823988896420388
LODHA,2017,113.0,3920,16183,13715,33931,1753,109,1180,30888,33931,143.21238938053096,0.11885886062892341
LODHA,2018,396.0,4756,22616,12483,40251,2197,6,1384,36664,40251,57.111111111111114,0.12799681995478374
LODHA,2019,396.0,3445,25641,20382,49864,2139,6,1405,46314,49864,64.75,0.07702952029520295
LODHA,2020,396.0,4156,18423,17717,40693,2021,6,1553,37112,40693,46.52272727272727,0.1118619910058241
LODHA,2021,396.0,4203,18193,16516,39308,1946,6,1579,35776,39308,45.94191919191919,0.11699908415589702
LODHA,2022,482.0,11624,11537,14763,38404,1923,0,574,35908,38404,23.935684647302903,0.3152275804603687
LODHA,2023,482.0,12181,9060,17399,39122,1828,0,246,37048,39122,18.796680497925312,0.32367977097285416
LODHA,2024,994.0,16475,7698,22031,47198,1169,4,2500,43524,47198,7.744466800804829,0.3701216153226832
LODHA,2024,995.0,17189,7990,21211,47385,1264,0,1460,44661,47385,8.030150753768844,0.38375013189828006
LICI,2019,100.0,710,269401,3157039,3427249,25194,710,2900287,501059,3427249,2694.01,0.00023634115875444125
LICI,2020,100.0,902,253414,3245419,3499834,28216,734,2976100,494784,3499834,2534.14,0.00028629929305218474
LICI,2021,100.0,6784,4,3822637,3829524,17723,148,3517445,294208,3829524,0.04,0.0017976124447842603
LICI,2022,6325.0,5013,1,4242719,4254059,17770,199,3926212,309878,4254059,0.00015810276679841898,0.002665219264706954
LICI,2023,6325.0,39908,0,4532258,4578491,20473,331,4243008,314678,4578491,0.0,0.010097868489858339
LICI,2024,6325.0,76422,0,5233300,5316047,20667,403,4976133,318844,5316047,0.0,0.015565513246967155
