company_id,fiscal_year,operating_activity,investing_activity,financing_activity,net_cash_flow,free_cash_flow
TCS,,11615.0,-6038.0,-5729.0,-152.0,17653.0
TCS,,14751.0,-9452.0,-5673.0,-374.0,24203.0
TCS,,19369.0,-1807.0,-17168.0,394.0,21176.0
TCS,,19109.0,-5010.0,-9666.0,4433.0,24119.0
TCS,,25223.0,-16895.0,-11026.0,-2698.0,42118.0
TCS,,25067.0,3104.0,-26885.0,1286.0,21963.0
TCS,,28593.0,1645.0,-27897.0,2341.0,26948.0
TCS,,32369.0,8968.0,-39915.0,1422.0,23401.0
TCS,,38802.0,-7956.0,-32634.0,-1788.0,46758.0
TCS,,39949.0,-738.0,-33581.0,5630.0,40687.0
TCS,,41965.0,548.0,-47878.0,-5365.0,41417.0
TCS,,44338.0,6091.0,-48536.0,1893.0,38247.0
ABB,2012.0,101.0,-59.0,-42.0,1.0,160.0
ABB,2014.0,155.0,-144.0,-42.0,-31.0,299.0
ABB,2015.0,215.0,-187.0,-58.0,-30.0,402.0
ABB,2016.0,249.0,-77.0,-80.0,91.0,326.0
ABB,2017.0,307.0,-155.0,-90.0,62.0,462.0
ABB,2018.0,153.0,-215.0,-102.0,-165.0,368.0
ABB,2019.0,499.0,-257.0,-143.0,99.0,756.0
ABB,2020.0,626.0,-401.0,-217.0,8.0,1027.0
ABB,2021.0,727.0,-72.0,-582.0,73.0,799.0
ABB,2022.0,948.0,-396.0,-637.0,-86.0,1344.0
ABB,2023.0,893.0,-148.0,-639.0,107.0,1041.0
ABB,2024.0,1213.0,-416.0,-745.0,52.0,1629.0
ABB,2014.0,0.0,0.0,0.0,0.0,0.0
ABB,2015.0,-35.0,-1864.0,1902.0,3.0,1829.0
ABB,2016.0,1544.0,-816.0,-722.0,6.0,2360.0
ABB,2017.0,2189.0,-1730.0,-455.0,4.0,3919.0
ABB,2018.0,2198.0,-3192.0,1589.0,596.0,5390.0
ABB,2019.0,2591.0,-3050.0,38.0,-421.0,5641.0
ABB,2020.0,5437.0,-5643.0,1250.0,1045.0,11080.0
ABB,2021.0,3784.0,-4009.0,-745.0,-969.0,7793.0
ABB,2022.0,4097.0,-3936.0,-235.0,-75.0,8033.0
ABB,2023.0,3777.0,-4699.0,923.0,2.0,8476.0
ABB,2024.0,6038.0,-4943.0,-543.0,551.0,10981.0
ADANIENSOL,2014.0,0.0,0.0,0.0,0.0,0.0
ADANIENSOL,2015.0,-35.0,-1864.0,1902.0,3.0,1829.0
ADANIENSOL,2016.0,1544.0,-816.0,-722.0,6.0,2360.0
ADANIENSOL,2017.0,2189.0,-1730.0,-455.0,4.0,3919.0
ADANIENSOL,2018.0,2198.0,-3192.0,1589.0,596.0,5390.0
ADANIENSOL,2019.0,2591.0,-3050.0,38.0,-421.0,5641.0
ADANIENSOL,2020.0,5437.0,-5643.0,1250.0,1045.0,11080.0
ADANIENSOL,2021.0,3784.0,-4009.0,-745.0,-969.0,7793.0
ADANIENSOL,2022.0,4097.0,-3936.0,-235.0,-75.0,8033.0
ADANIENSOL,2023.0,3777.0,-4699.0,923.0,2.0,8476.0
ADANIENSOL,2024.0,6038.0,-4943.0,-543.0,551.0,10981.0
ADANIENT,2013.0,7666.0,-14790.0,7199.0,75.0,22456.0
ADANIENT,2014.0,8228.0,-8007.0,-1109.0,-888.0,16235.0
ADANIENT,2015.0,8532.0,-11465.0,3445.0,512.0,19997.0
ADANIENT,2016.0,5112.0,-1825.0,-3448.0,-161.0,6937.0
ADANIENT,2017.0,774.0,-1460.0,716.0,30.0,2234.0
ADANIENT,2018.0,2942.0,-7649.0,5120.0,413.0,10591.0
ADANIENT,2019.0,3236.0,2487.0,-6158.0,-436.0,749.0
ADANIENT,2020.0,2454.0,-1082.0,-221.0,1151.0,3536.0
ADANIENT,2021.0,4043.0,-8611.0,3109.0,-1459.0,12654.0
ADANIENT,2022.0,1385.0,-17041.0,15901.0,246.0,18426.0
ADANIENT,2023.0,17626.0,-15459.0,-1198.0,970.0,33085.0
ADANIENT,2024.0,10312.0,-18767.0,8879.0,424.0,29079.0
ADANIGREEN,2017.0,28.0,-1511.0,1559.0,76.0,1539.0
ADANIGREEN,2018.0,649.0,-4428.0,3942.0,162.0,5077.0
ADANIGREEN,2019.0,1625.0,-2666.0,1045.0,3.0,4291.0
ADANIGREEN,2020.0,1965.0,-3743.0,2161.0,383.0,5708.0
ADANIGREEN,2021.0,1601.0,-9137.0,7083.0,-453.0,10738.0
ADANIGREEN,2022.0,3127.0,-18730.0,15986.0,383.0,21857.0
ADANIGREEN,2023.0,7265.0,-3857.0,-2973.0,435.0,11122.0
ADANIGREEN,2024.0,7713.0,-21060.0,13953.0,606.0,28773.0
ADANIPORTS,2013.0,1379.0,-5136.0,4138.0,381.0,6515.0
ADANIPORTS,2014.0,1132.0,-2510.0,772.0,-606.0,3642.0
ADANIPORTS,2015.0,3057.0,-2485.0,-237.0,335.0,5542.0
ADANIPORTS,2016.0,2381.0,-4153.0,2170.0,398.0,6534.0
ADANIPORTS,2017.0,4063.0,-2629.0,-1325.0,109.0,6692.0
ADANIPORTS,2018.0,5608.0,-3846.0,-1889.0,-127.0,9454.0
ADANIPORTS,2019.0,6029.0,-4368.0,2313.0,3975.0,10397.0
ADANIPORTS,2020.0,7402.0,-749.0,-4256.0,2397.0,8151.0
ADANIPORTS,2021.0,7556.0,-14064.0,3514.0,-2994.0,21620.0
ADANIPORTS,2022.0,10420.0,-5493.0,-586.0,4341.0,15913.0
ADANIPORTS,2023.0,11900.0,-16716.0,-2734.0,-7550.0,28616.0
ADANIPORTS,2024.0,15018.0,-6768.0,-7800.0,450.0,21786.0
ADANIPOWER,2013.0,3001.0,-4064.0,861.0,-203.0,7065.0
ADANIPOWER,2014.0,3238.0,-4700.0,1631.0,169.0,7938.0
ADANIPOWER,2015.0,5824.0,-4737.0,-1144.0,-58.0,10561.0
ADANIPOWER,2016.0,5257.0,-2692.0,-2713.0,-148.0,7949.0
ADANIPOWER,2017.0,4725.0,-1212.0,-3539.0,-26.0,5937.0
ADANIPOWER,2018.0,5101.0,-520.0,-4600.0,-19.0,5621.0
ADANIPOWER,2019.0,5610.0,-984.0,-4663.0,-37.0,6594.0
ADANIPOWER,2020.0,5598.0,-2304.0,-2377.0,917.0,7902.0
ADANIPOWER,2021.0,7014.0,-2188.0,-5655.0,-828.0,9202.0
ADANIPOWER,2022.0,10233.0,774.0,-10338.0,669.0,9459.0
ADANIPOWER,2023.0,8431.0,1545.0,-10408.0,-433.0,6886.0
ADANIPOWER,2024.0,14170.0,3481.0,-16864.0,787.0,10689.0
AMBUJACEM,2012.0,1860.0,-388.0,-509.0,962.0,2248.0
AMBUJACEM,2013.0,1267.0,-496.0,-672.0,99.0,1763.0
AMBUJACEM,2014.0,1675.0,-456.0,-721.0,498.0,2131.0
AMBUJACEM,2015.0,1557.0,-83.0,-900.0,574.0,1640.0
AMBUJACEM,2016.0,2810.0,-4165.0,-958.0,-2312.0,6975.0
AMBUJACEM,2017.0,3416.0,-738.0,-1015.0,1663.0,4154.0
AMBUJACEM,2018.0,1703.0,-765.0,-719.0,220.0,2468.0
AMBUJACEM,2019.0,4739.0,-1191.0,-629.0,2919.0,5930.0
AMBUJACEM,2020.0,4832.0,-1317.0,-3956.0,-441.0,6149.0
AMBUJACEM,2021.0,5309.0,-2007.0,-516.0,2786.0,7316.0
AMBUJACEM,2023.0,735.0,-14481.0,2931.0,-10815.0,15216.0
AMBUJACEM,2024.0,5646.0,-8941.0,5689.0,2394.0,14587.0
APOLLOHOSP,2013.0,443.0,-733.0,373.0,83.0,1176.0
APOLLOHOSP,2014.0,373.0,-356.0,-63.0,-46.0,729.0
APOLLOHOSP,2015.0,470.0,-759.0,392.0,103.0,1229.0
APOLLOHOSP,2016.0,597.0,-888.0,330.0,39.0,1485.0
APOLLOHOSP,2017.0,623.0,-1152.0,477.0,-52.0,1775.0
APOLLOHOSP,2018.0,537.0,-405.0,-108.0,24.0,942.0
APOLLOHOSP,2019.0,905.0,-711.0,-215.0,-20.0,1616.0
APOLLOHOSP,2020.0,1293.0,-289.0,-910.0,94.0,1582.0
APOLLOHOSP,2021.0,1265.0,-880.0,-340.0,44.0,2145.0
APOLLOHOSP,2022.0,1696.0,-747.0,-792.0,158.0,2443.0
APOLLOHOSP,2023.0,1377.0,-857.0,-633.0,-113.0,2234.0
APOLLOHOSP,2024.0,1920.0,-1537.0,-311.0,72.0,3457.0
ASIANPAINT,2013.0,1187.0,-463.0,-601.0,123.0,1650.0
ASIANPAINT,2014.0,1402.0,-586.0,-626.0,190.0,1988.0
ASIANPAINT,2015.0,1188.0,-465.0,-576.0,147.0,1653.0
ASIANPAINT,2016.0,2243.0,-866.0,-849.0,528.0,3109.0
ASIANPAINT,2017.0,1527.0,-681.0,-756.0,90.0,2208.0
ASIANPAINT,2018.0,2113.0,-1556.0,-1379.0,-822.0,3669.0
ASIANPAINT,2019.0,2470.0,-918.0,-1117.0,434.0,3388.0
ASIANPAINT,2020.0,3038.0,-518.0,-2871.0,-351.0,3556.0
ASIANPAINT,2021.0,3683.0,-541.0,-650.0,2492.0,4224.0
ASIANPAINT,2022.0,986.0,-317.0,-1808.0,-1138.0,1303.0
ASIANPAINT,2023.0,4193.0,-1282.0,-2140.0,771.0,5475.0
ASIANPAINT,2024.0,6104.0,-2548.0,-2982.0,573.0,8652.0
AGTL,2018.0,277.0,-988.0,779.0,68.0,1265.0
AGTL,2019.0,356.0,791.0,-1077.0,70.0,-435.0
AGTL,2020.0,492.0,-461.0,-102.0,-71.0,953.0
AGTL,2021.0,654.0,-770.0,39.0,-78.0,1424.0
AGTL,2022.0,732.0,-1133.0,422.0,21.0,1865.0
AGTL,2023.0,853.0,-1167.0,295.0,-19.0,2020.0
AGTL,2024.0,955.0,-752.0,-78.0,125.0,1707.0
AXISBANK,2013.0,2573.0,-10939.0,14931.0,6566.0,13512.0
AXISBANK,2014.0,14464.0,-14166.0,7785.0,8082.0,28630.0
AXISBANK,2015.0,-15162.0,-7972.0,31045.0,7910.0,-7190.0
AXISBANK,2016.0,-34495.0,9211.0,22495.0,-2789.0,-43706.0
AXISBANK,2017.0,32209.0,-12458.0,-2487.0,17263.0,44667.0
AXISBANK,2018.0,-38390.0,-10007.0,41342.0,-7055.0,-28383.0
AXISBANK,2019.0,37125.0,-18674.0,5643.0,24094.0,55799.0
AXISBANK,2020.0,30416.0,-9485.0,8865.0,29795.0,39901.0
AXISBANK,2021.0,12633.0,-54288.0,7279.0,-34375.0,66921.0
AXISBANK,2022.0,28137.0,-27112.0,47894.0,48919.0,55249.0
AXISBANK,2023.0,22075.0,-32351.0,6641.0,-3636.0,54426.0
AXISBANK,2024.0,-5555.0,-9001.0,22341.0,7785.0,3446.0
BAJAJ-AUTO,2013.0,2218.0,-1394.0,-1445.0,-621.0,3612.0
BAJAJ-AUTO,2014.0,3502.0,-2072.0,-1496.0,-66.0,5574.0
BAJAJ-AUTO,2015.0,2114.0,-380.0,-1644.0,90.0,2494.0
BAJAJ-AUTO,2016.0,3690.0,-68.0,-3384.0,238.0,3758.0
BAJAJ-AUTO,2017.0,3267.0,-3610.0,-190.0,-532.0,6877.0
BAJAJ-AUTO,2018.0,4328.0,-1954.0,-1885.0,488.0,6282.0
BAJAJ-AUTO,2019.0,2487.0,-273.0,-2074.0,140.0,2760.0
BAJAJ-AUTO,2020.0,3850.0,1766.0,-6247.0,-630.0,2084.0
BAJAJ-AUTO,2021.0,3120.0,-2869.0,-20.0,231.0,5989.0
BAJAJ-AUTO,2022.0,4197.0,276.0,-4056.0,417.0,3921.0
BAJAJ-AUTO,2023.0,5277.0,1211.0,-7181.0,-692.0,4066.0
BAJAJ-AUTO,2024.0,6558.0,-72.0,-6167.0,319.0,6630.0
BAJAJ-AUTO,2013.0,2218.0,-1394.0,-1445.0,-621.0,3612.0
BAJAJ-AUTO,2014.0,3502.0,-2072.0,-1496.0,-66.0,5574.0
BAJAJ-AUTO,2015.0,2114.0,-380.0,-1644.0,90.0,2494.0
BAJAJ-AUTO,2016.0,3690.0,-68.0,-3384.0,238.0,3758.0
BAJAJ-AUTO,2017.0,3267.0,-3610.0,-190.0,-532.0,6877.0
BAJAJ-AUTO,2018.0,4328.0,-1954.0,-1885.0,488.0,6282.0
BAJAJ-AUTO,2019.0,2487.0,-273.0,-2074.0,140.0,2760.0
BAJAJ-AUTO,2020.0,3850.0,1766.0,-6247.0,-630.0,2084.0
BAJAJ-AUTO,2021.0,3120.0,-2869.0,-20.0,231.0,5989.0
BAJAJ-AUTO,2022.0,4197.0,276.0,-4056.0,417.0,3921.0
BAJAJ-AUTO,2023.0,5277.0,1211.0,-7181.0,-692.0,4066.0
BAJAJ-AUTO,2024.0,6558.0,-72.0,-6167.0,319.0,6630.0
BAJAJFINSV,2013.0,-6922.0,2953.0,4592.0,623.0,-9875.0
BAJAJFINSV,2014.0,-9807.0,3764.0,6521.0,478.0,-13571.0
BAJAJFINSV,2015.0,-10731.0,3709.0,6839.0,-183.0,-14440.0
BAJAJFINSV,2016.0,-9795.0,-886.0,11602.0,921.0,-8909.0
BAJAJFINSV,2017.0,-10922.0,151.0,12513.0,1742.0,-11073.0
BAJAJFINSV,2018.0,-19580.0,-922.0,19590.0,-911.0,-18658.0
BAJAJFINSV,2019.0,-27076.0,-6903.0,34535.0,555.0,-20173.0
BAJAJFINSV,2020.0,-23369.0,-9948.0,34479.0,1162.0,-13421.0
BAJAJFINSV,2021.0,4547.0,-3684.0,1687.0,2551.0,8231.0
BAJAJFINSV,2022.0,-33670.0,1445.0,32326.0,101.0,-35115.0
BAJAJFINSV,2023.0,-39480.0,-13945.0,51016.0,-2409.0,-25535.0
BAJAJFINSV,2024.0,-68674.0,-10960.0,82709.0,3075.0,-57714.0
BAJAJHLDNG,2013.0,473.0,-369.0,-332.0,-228.0,842.0
BAJAJHLDNG,2014.0,872.0,-519.0,-326.0,27.0,1391.0
BAJAJHLDNG,2015.0,796.0,-464.0,-391.0,-59.0,1260.0
BAJAJHLDNG,2016.0,1147.0,1019.0,-761.0,1406.0,128.0
BAJAJHLDNG,2017.0,-923.0,-372.0,-110.0,-1406.0,-551.0
BAJAJHLDNG,2018.0,1631.0,-1123.0,-434.0,74.0,2754.0
BAJAJHLDNG,2019.0,628.0,-163.0,-536.0,-72.0,791.0
BAJAJHLDNG,2020.0,1920.0,-800.0,-1028.0,92.0,2720.0
BAJAJHLDNG,2021.0,272.0,-308.0,-37.0,-73.0,580.0
BAJAJHLDNG,2022.0,1610.0,-151.0,-1460.0,-1.0,1761.0
BAJAJHLDNG,2023.0,1728.0,-137.0,-1587.0,4.0,1865.0
BAJAJHLDNG,2024.0,1941.0,-472.0,-1455.0,14.0,2413.0
BAJFINANCE,2015.0,-7064.0,-360.0,6867.0,-557.0,-6704.0
BAJFINANCE,2016.0,-9870.0,-687.0,11656.0,1100.0,-9183.0
BAJFINANCE,2017.0,-10439.0,-3047.0,12513.0,-972.0,-7392.0
BAJFINANCE,2018.0,-20566.0,1075.0,19503.0,13.0,-21641.0
BAJFINANCE,2019.0,-29062.0,-5379.0,34449.0,9.0,-23683.0
BAJFINANCE,2020.0,-24412.0,-8758.0,34167.0,998.0,-15654.0
BAJFINANCE,2021.0,-807.0,-429.0,1741.0,505.0,-378.0
BAJFINANCE,2022.0,-37090.0,6347.0,32275.0,1532.0,-43437.0
BAJFINANCE,2023.0,-42112.0,-10394.0,50675.0,-1831.0,-31718.0
BAJFINANCE,2024.0,-72760.0,-7171.0,82415.0,2484.0,-65589.0
BANKBARODA,2013.0,23196.0,-514.0,-790.0,21892.0,23710.0
BANKBARODA,2014.0,42233.0,-730.0,5151.0,46654.0,42963.0
BANKBARODA,2015.0,17838.0,-556.0,-6.0,17276.0,18394.0
BANKBARODA,2016.0,-10011.0,-4005.0,-616.0,-14632.0,-6006.0
BANKBARODA,2017.0,17865.0,-551.0,-198.0,17116.0,18416.0
BANKBARODA,2018.0,-59692.0,-414.0,3413.0,-56692.0,-59278.0
BANKBARODA,2019.0,-1449.0,-2537.0,4449.0,462.0,1088.0
BANKBARODA,2020.0,18531.0,-139.0,14729.0,33120.0,18670.0
BANKBARODA,2021.0,-887.0,-471.0,-986.0,-2344.0,-416.0
BANKBARODA,2022.0,6210.0,-3645.0,-998.0,1567.0,9855.0
BANKBARODA,2023.0,-21354.0,-1096.0,-5405.0,-27855.0,-20258.0
BANKBARODA,2024.0,-6274.0,-1285.0,5476.0,-2084.0,-4989.0
BEL,2013.0,-1539.0,1753.0,-158.0,56.0,-3292.0
BEL,2014.0,-569.0,759.0,-213.0,-23.0,-1328.0
BEL,2015.0,1434.0,-839.0,-209.0,386.0,2273.0
BEL,2016.0,2260.0,-1470.0,-318.0,472.0,3730.0
BEL,2017.0,-61.0,3115.0,-2857.0,197.0,-3176.0
BEL,2018.0,-687.0,-6.0,-1202.0,-1895.0,-681.0
BEL,2019.0,1514.0,-896.0,-663.0,-45.0,2410.0
BEL,2020.0,2570.0,-649.0,-1061.0,861.0,3219.0
BEL,2021.0,5093.0,-2595.0,-1076.0,1422.0,7688.0
BEL,2022.0,4207.0,-4872.0,-1078.0,-1742.0,9079.0
BEL,2023.0,1199.0,2708.0,-1262.0,2645.0,-1509.0
BEL,2024.0,4659.0,-5924.0,-1475.0,-2739.0,10583.0
BHARTIARTL,2013.0,22608.0,-18676.0,-4566.0,-634.0,41284.0
BHARTIARTL,2014.0,26233.0,-25181.0,2774.0,3826.0,51414.0
BHARTIARTL,2015.0,28059.0,-22301.0,-9672.0,-3914.0,50360.0
BHARTIARTL,2016.0,27942.0,-14091.0,-11946.0,1905.0,42033.0
BHARTIARTL,2017.0,28280.0,-30680.0,-351.0,-2752.0,58960.0
BHARTIARTL,2018.0,29854.0,-27940.0,1920.0,3835.0,57794.0
BHARTIARTL,2019.0,20070.0,-28286.0,9464.0,1248.0,48356.0
BHARTIARTL,2020.0,18129.0,-29598.0,19144.0,7675.0,47727.0
BHARTIARTL,2021.0,48205.0,-27286.0,-24910.0,-3991.0,75491.0
BHARTIARTL,2022.0,55017.0,-41478.0,-15203.0,-1664.0,96495.0
BHARTIARTL,2023.0,65325.0,-39232.0,-24470.0,1623.0,104557.0
BHARTIARTL,2024.0,78898.0,-51089.0,-27778.0,31.0,129987.0
BHEL,2013.0,1759.0,-1113.0,472.0,1118.0,2872.0
BHEL,2014.0,4512.0,-868.0,523.0,4167.0,5380.0
BHEL,2015.0,821.0,650.0,-3543.0,-2071.0,171.0
BHEL,2016.0,374.0,23.0,-122.0,275.0,351.0
BHEL,2017.0,560.0,-565.0,-468.0,-473.0,1125.0
BHEL,2018.0,989.0,961.0,-667.0,1283.0,28.0
BHEL,2019.0,-3860.0,1919.0,-32.0,-1973.0,-5779.0
BHEL,2020.0,-2892.0,1877.0,1622.0,608.0,-4769.0
BHEL,2021.0,560.0,-42.0,-394.0,123.0,602.0
BHEL,2022.0,660.0,-1118.0,-329.0,-787.0,1778.0
BHEL,2023.0,-741.0,1480.0,89.0,829.0,-2221.0
BHEL,2024.0,-3713.0,1331.0,2656.0,274.0,-5044.0
BOSCHLTD,2012.0,871.0,-824.0,-156.0,-108.0,1695.0
BOSCHLTD,2013.0,1057.0,-846.0,-238.0,-27.0,1903.0
BOSCHLTD,2015.0,1396.0,-1183.0,-237.0,-24.0,2579.0
BOSCHLTD,2016.0,1318.0,-995.0,-356.0,-33.0,2313.0
BOSCHLTD,2017.0,1457.0,1246.0,-2670.0,33.0,211.0
BOSCHLTD,2018.0,1729.0,-1170.0,-325.0,234.0,2899.0
BOSCHLTD,2019.0,593.0,1766.0,-2531.0,-172.0,-1173.0
BOSCHLTD,2020.0,1336.0,-873.0,-399.0,64.0,2209.0
BOSCHLTD,2021.0,835.0,-463.0,-338.0,34.0,1298.0
BOSCHLTD,2022.0,271.0,-33.0,-383.0,-146.0,304.0
BOSCHLTD,2023.0,1214.0,262.0,-1239.0,236.0,952.0
BOSCHLTD,2024.0,1253.0,283.0,-1452.0,84.0,970.0
BPCL,2013.0,5926.0,-3604.0,-846.0,1476.0,9530.0
BPCL,2014.0,9588.0,-6881.0,-3736.0,-1029.0,16469.0
BPCL,2015.0,20742.0,-10536.0,-9792.0,414.0,31278.0
BPCL,2016.0,11119.0,-9233.0,-1332.0,555.0,20352.0
BPCL,2017.0,9041.0,-15274.0,4804.0,-1429.0,24315.0
BPCL,2018.0,11068.0,-7066.0,-4218.0,-215.0,18134.0
BPCL,2019.0,10157.0,-10451.0,207.0,-87.0,20608.0
BPCL,2020.0,7881.0,-11135.0,3583.0,329.0,19016.0
BPCL,2021.0,23455.0,-2474.0,-13981.0,7000.0,25929.0
BPCL,2022.0,20336.0,-8138.0,-17672.0,-5474.0,28474.0
BPCL,2023.0,12466.0,-7806.0,-4402.0,257.0,20272.0
BPCL,2024.0,35936.0,-10521.0,-25427.0,-12.0,46457.0
BRITANNIA,2013.0,320.0,28.0,-378.0,-30.0,292.0
BRITANNIA,2014.0,671.0,-246.0,-357.0,68.0,917.0
BRITANNIA,2015.0,584.0,-450.0,-181.0,-47.0,1034.0
BRITANNIA,2016.0,959.0,-705.0,-246.0,8.0,1664.0
BRITANNIA,2017.0,441.0,-150.0,-295.0,-4.0,591.0
BRITANNIA,2018.0,1249.0,-957.0,-232.0,60.0,2206.0
BRITANNIA,2019.0,1156.0,-852.0,-353.0,-49.0,2008.0
BRITANNIA,2020.0,1485.0,-1526.0,58.0,17.0,3011.0
BRITANNIA,2021.0,1876.0,433.0,-2242.0,66.0,1443.0
BRITANNIA,2022.0,1300.0,914.0,-2246.0,-32.0,386.0
BRITANNIA,2023.0,2526.0,-1507.0,-1028.0,-9.0,4033.0
BRITANNIA,2024.0,2573.0,477.0,-2830.0,219.0,2096.0
CANBK,2013.0,8010.0,-435.0,-1043.0,6532.0,8445.0
CANBK,2014.0,14244.0,-380.0,-3771.0,10092.0,14624.0
CANBK,2015.0,6344.0,-1104.0,-1464.0,3776.0,7448.0
CANBK,2016.0,9346.0,-443.0,-806.0,8096.0,9789.0
CANBK,2017.0,2575.0,-476.0,124.0,2224.0,3051.0
CANBK,2018.0,-11120.0,-487.0,2865.0,-8743.0,-10633.0
CANBK,2019.0,18237.0,-745.0,-1185.0,16307.0,18982.0
CANBK,2020.0,-5289.0,-445.0,7792.0,2059.0,-4844.0
CANBK,2021.0,59118.0,-1116.0,290.0,58291.0,60234.0
CANBK,2022.0,919.0,-1429.0,4035.0,3525.0,2348.0
CANBK,2023.0,-39978.0,-1156.0,445.0,-40689.0,-38822.0
CANBK,2024.0,15046.0,-1750.0,-3834.0,9462.0,16796.0
CHOLAFIN,2013.0,-3754.0,5.0,4067.0,317.0,-3759.0
CHOLAFIN,2014.0,-2447.0,-83.0,2749.0,219.0,-2364.0
CHOLAFIN,2015.0,-2264.0,-40.0,1819.0,-485.0,-2224.0
CHOLAFIN,2016.0,-2809.0,-137.0,3031.0,85.0,-2672.0
CHOLAFIN,2017.0,-1468.0,-222.0,1692.0,2.0,-1246.0
CHOLAFIN,2018.0,-7926.0,-60.0,8009.0,22.0,-7866.0
CHOLAFIN,2019.0,-9317.0,-11.0,12191.0,2862.0,-9306.0
CHOLAFIN,2020.0,-2075.0,-54.0,2452.0,323.0,-2021.0
CHOLAFIN,2021.0,-8848.0,-1746.0,8707.0,-1888.0,-7102.0
CHOLAFIN,2022.0,-5571.0,1640.0,5150.0,1218.0,-7211.0
CHOLAFIN,2023.0,-27105.0,-2148.0,27466.0,-1787.0,-24957.0
CHOLAFIN,2024.0,-35683.0,-2855.0,38471.0,-66.0,-32828.0
CIPLA,2013.0,1398.0,-2063.0,718.0,53.0,3461.0
CIPLA,2014.0,1563.0,-1265.0,-266.0,33.0,2828.0
CIPLA,2015.0,1173.0,-950.0,165.0,388.0,2123.0
CIPLA,2016.0,1741.0,-4533.0,3104.0,312.0,6274.0
CIPLA,2017.0,2382.0,-1304.0,-1326.0,-248.0,3686.0
CIPLA,2018.0,1463.0,-834.0,-385.0,243.0,2297.0
CIPLA,2019.0,1691.0,-1688.0,-349.0,-345.0,3379.0
CIPLA,2020.0,3068.0,114.0,-2949.0,234.0,2954.0
CIPLA,2021.0,3755.0,-2374.0,-1240.0,141.0,6129.0
CIPLA,2022.0,3326.0,-1858.0,-1600.0,-132.0,5184.0
CIPLA,2023.0,3238.0,-2376.0,-958.0,-97.0,5614.0
CIPLA,2024.0,4134.0,-2982.0,-1200.0,-49.0,7116.0
COALINDIA,2013.0,9109.0,-1833.0,-7852.0,-575.0,10942.0
COALINDIA,2014.0,14525.0,8580.0,-25350.0,-2246.0,5945.0
COALINDIA,2015.0,14382.0,894.0,-15026.0,250.0,13488.0
COALINDIA,2016.0,13154.0,8154.0,-19587.0,1721.0,5000.0
COALINDIA,2017.0,16461.0,455.0,-17598.0,-682.0,16006.0
COALINDIA,2018.0,21115.0,-7747.0,-13564.0,-196.0,28862.0
COALINDIA,2019.0,16356.0,-7896.0,-10885.0,-2426.0,24252.0
COALINDIA,2020.0,4977.0,1033.0,-4791.0,1219.0,3944.0
COALINDIA,2021.0,10592.0,182.0,-8453.0,2321.0,10410.0
COALINDIA,2022.0,41107.0,-25715.0,-13441.0,1951.0,66822.0
COALINDIA,2023.0,35734.0,-23465.0,-13704.0,-1436.0,59199.0
COALINDIA,2024.0,18103.0,-4486.0,-13899.0,-282.0,22589.0
DABUR,2013.0,870.0,-622.0,-234.0,13.0,1492.0
DABUR,2014.0,1098.0,-104.0,-804.0,190.0,1202.0
DABUR,2015.0,1047.0,-876.0,-417.0,-245.0,1923.0
DABUR,2016.0,1187.0,-730.0,-374.0,82.0,1917.0
DABUR,2017.0,1227.0,-807.0,-339.0,81.0,2034.0
DABUR,2018.0,1092.0,-541.0,-577.0,-27.0,1633.0
DABUR,2019.0,1499.0,338.0,-1888.0,-51.0,1161.0
DABUR,2020.0,1614.0,-517.0,-1043.0,54.0,2131.0
DABUR,2021.0,2115.0,-1404.0,-613.0,97.0,3519.0
DABUR,2022.0,1802.0,-1273.0,-490.0,38.0,3075.0
DABUR,2023.0,1488.0,-583.0,-1035.0,-130.0,2071.0
DABUR,2024.0,2013.0,-971.0,-1161.0,-119.0,2984.0
DIVISLAB,2013.0,480.0,-255.0,-231.0,-5.0,735.0
DIVISLAB,2014.0,557.0,-305.0,-248.0,3.0,862.0
DIVISLAB,2015.0,826.0,-521.0,-303.0,3.0,1347.0
DIVISLAB,2016.0,1038.0,-406.0,-631.0,0.0,1444.0
DIVISLAB,2017.0,1150.0,-1140.0,2.0,13.0,2290.0
DIVISLAB,2018.0,776.0,-478.0,-314.0,-17.0,1254.0
DIVISLAB,2019.0,954.0,-685.0,-246.0,23.0,1639.0
DIVISLAB,2020.0,1216.0,-83.0,-1091.0,41.0,1299.0
DIVISLAB,2021.0,1947.0,75.0,-35.0,1987.0,1872.0
DIVISLAB,2022.0,1912.0,-2195.0,-532.0,-816.0,4107.0
DIVISLAB,2023.0,2459.0,-2707.0,-797.0,-1045.0,5166.0
DIVISLAB,2024.0,1261.0,-269.0,-799.0,193.0,1530.0
DLF,2013.0,2009.0,1995.0,-3951.0,52.0,14.0
DLF,2014.0,1468.0,3924.0,-4532.0,860.0,-2456.0
DLF,2015.0,2037.0,98.0,-1547.0,588.0,1939.0
DLF,2016.0,2957.0,-818.0,-1929.0,210.0,3775.0
DLF,2017.0,-898.0,872.0,787.0,761.0,-1770.0
DLF,2018.0,270.0,-2102.0,-232.0,-2064.0,2372.0
DLF,2019.0,2043.0,3.0,875.0,2921.0,2040.0
DLF,2020.0,356.0,6508.0,-9522.0,-2658.0,-6152.0
DLF,2021.0,1460.0,150.0,-2184.0,-573.0,1310.0
DLF,2022.0,2832.0,267.0,-3828.0,-729.0,2565.0
